,village,school,num_students
3434,Nové Mesto nad Váhom,"EP ako súčasť MŠ - N.M.n.Váhom, Hviezdoslavova ",
3435,Nové Mesto nad Váhom,"EP ako súčasť MŠ - N.M.n.Váhom, Hurbanova",
3436,Nové Mesto nad Váhom,"EP ako súčasť MŠ - N.M.n.Váhom, Odborárska",
3437,Nové Mesto nad Váhom,"ŠZŠ ako organizačná zlo - N.M.n.Váhom,  J.Kollára",45.0
3438,Nové Mesto nad Váhom,"PŠ ako organizačná zlož - N.M.n.Váhom,  J.Kollára",8.0
3439,Nové Mesto nad Váhom,"MŠ bl.Alexie Spoj.šk.sv - N.M.n.Váhom, J.Kollára",67.0
3440,Nové Sady,ZŠ s MŠ - Nové Sady,207.0
3441,Nové Sady,EP Materská šk. pri ZŠ - Nové Sady,54.0
3442,Nové Zámky,"Cirk. MŠ so špec. tried - Nové Zámky, Andovská",92.0
3443,Nové Zámky,"Cirk. ZŠ - KSŠ - Nové Zámky, Andovská",191.0
3444,Nové Zámky,"Materská škola - Nové Zámky, Bitúnková",140.0
3445,Nové Zámky,"Materská škola - Óvoda - Nové Zámky, Cyrilometódska",88.0
3446,Nové Zámky,"ZŠ - Nové Zámky, Devínska",515.0
3447,Nové Zámky,"Špec. ZŠ - Spoj. šk. - Nové Zámky, F.Rákocziho",91.0
3448,Nové Zámky,"ZŠ - Nové Zámky, G.Bethlena",612.0
3449,Nové Zámky,"ZŠ - Nové Zámky, Hradná",592.0
3450,Nové Zámky,"SOŠ dopr. služ. - Nové Zámky, Jesenského",419.0
3451,Nové Zámky,"SPŠE Jedlíka - SŠ - Nové Zámky, Komárňanská",
3452,Nové Zámky,"OA - Spoj. šk. - Nové Zámky, Komárňanská",
3453,Nové Zámky,"Gym. - Nové Zámky, M.R.Štefánika",526.0
3454,Nové Zámky,"ZŠ - Nové Zámky, Mostná",421.0
3455,Nové Zámky,"Stred. odb.šk. stavebná - Nové Zámky, Nitrianska c.",289.0
3456,Nové Zámky,"Materská škola - Nové Zámky, Nábrežná",149.0
3457,Nové Zámky,"ZŠ - Nové Zámky, Nábrežná",616.0
3458,Nové Zámky,"Materská škola - Nové Zámky, Nám.Gy.Széchényiho",136.0
3459,Nové Zámky,"Materská škola - Óvoda - Nové Zámky, P.Blahu",176.0
3460,Nové Zámky,"SZŠ - Nové Zámky, Pod kalváriou",292.0
3461,Nové Zámky,"Súkr. ZŠ aut. - Spoj. š - Nové Zámky, Pod kopcom",36.0
3462,Nové Zámky,"Súkr. ŠZŠ - Súkr. SŠ - Nové Zámky, Pod kopcom",28.0
3463,Nové Zámky,"ZŠ pri z.z. - Spoj. šk. - Nové Zámky, Slovenská",6.0
3464,Nové Zámky,"SOŠ hotel.služ. a obch. - Nové Zámky, Zdravotnícka",553.0
3465,Nové Zámky,"Materská škola - Nové Zámky, Ďorocká",169.0
3466,Nové Zámky,"Materská škola - Nové Zámky, Šoltésovej",163.0
3467,Nové Zámky,"ZŠ G. Czuczora s VJM - Nové Zámky, G.Czuczora",391.0
3468,Nové Zámky,"Gym. P.Pázmáňa VJM - Nové Zámky, Letomostie",102.0
3469,Nové Zámky,"EP ZŠ - Nové Zámky, Sládkovičova",
3470,Nové Zámky,"EP Materská škola - Óvo - Nové Zámky, G.Czuczora",
3471,Novosad,"ZŠ s MŠ - Novosad, Letná",270.0
3472,Novosad,"EP - ZŠ s MŠ (MŠ) - Novosad, Zimná",30.0
3473,Novoť,EP pri ZŠ s MŠ-ZŠ - Novoť,
3474,Novoť,EP pri ZŠ s MŠ-ZŠ - Novoť,
3475,Novoť,ZŠ s MŠ - Novoť,494.0
3476,Novoť,EP pri ZŠ s MŠ-ZŠ - Novoť,
3477,Novoť,EP pri ZŠ s MŠ-MŠ - Novoť,111.0
3478,Nový Ruskov,"Materská škola - Nový Ruskov, Sv.Cyrila a Metoda",13.0
3479,Nový Salaš,Materská škola - Nový Salaš,17.0
3480,Nový Tekov,Materská škola - Nový Tekov,32.0
3481,Nový Život,ZŠ s VJM - Nový Život,53.0
3482,Nový Život,Materská škola s VJM - Nový Život,23.0
3483,Nový Život,Materská škola s VJM - Nový Život,21.0
3484,Nýrovce,MŠ s VJM - Óvoda - Nýrovce,18.0
3485,Obeckov,Materská škola - Obeckov,28.0
3486,Obid,"MŠ s VJM - Óvoda - Obid, Puškinova",21.0
3487,Obišovce,Materská škola - Obišovce,13.0
3488,Oborín,Materská škola s VJM - Oborín,10.0
3489,Obyce,"ZŠ - Obyce, Školská",108.0
3490,Obyce,"Materská škola - Obyce, Školská",22.0
3491,Očkov,Materská škola - Očkov,22.0
3492,Očová,"ZŠ s MŠ - Očová, Čs.armády",183.0
3493,Očová,"EP - ZŠ s MŠ M. B. F. - Očová, J.Palárika",66.0
3494,Očová,"Súkr. SOŠ ob.a služieb - Očová, Partizánska",112.0
3495,Odorín,Materská škola - Odorín,33.0
3496,Odorín,ZŠ - Odorín,37.0
3497,Ohrady,"Materská škola s VJM - Ohrady, Hlavná",48.0
3498,Ohrady,ZŠ s VJM - Ohrady,29.0
3499,Ohradzany,Materská škola - Ohradzany,20.0
3500,Ohradzany,ZŠ - Ohradzany,142.0
3501,Ochodnica,"ZŠ - Ochodnica, Hlavná",179.0
3502,Ochodnica,Materská škola - Ochodnica,46.0
3503,Ochtiná,ZŠ - Ochtiná,15.0
3504,Ochtiná,Materská škola - Ochtiná,16.0
3505,Okoč,"ŠZŠ int. ako o.z. Spoj. - Okoč, Gorkého",46.0
3506,Okoč,"OU int. ako o.z. Spoj.š - Okoč, Gorkého",50.0
3507,Okoč,"ZŠ s VJM - Okoč, Hlavná",220.0
3508,Okoč,"Materská škola s VJM - Okoč, Nám.SNP",75.0
3509,Okoč,"Materská škola s VJM - Okoč, Gorkého",40.0
3510,Okoličná na Ostrove,"ZŠ sMŠ J.Hetényiho sVJM - Okoličná na.O., Nitrianska",126.0
3511,Okoličná na Ostrove,"EP Materská škola pri Z - Okoličná na.O., Nitrianska",21.0
3512,Okrúhle,Materská škola - Okrúhle,15.0
3513,Okrúhle,ZŠ - Okrúhle,98.0
3514,Okružná,Materská škola - Okružná,22.0
3515,Okružná,ZŠ - Okružná,19.0
3516,Olcnava,"Materská škola pri ZŠ - Olcnava, Lúčna",37.0
3517,Olcnava,"ZŠ s MŠ - Olcnava, Lúčna",51.0
3518,Olešná,EP pri ZŠ s MŠ-MŠ - Olešná,48.0
3519,Olešná,"ZŠ s MŠ - Olešná, Polgrúň",98.0
3520,Olováry,Materská škola s VJM - Olováry,13.0
3521,Olováry,Cirk. ZŠ - Olováry,4.0
3522,Oľšavica,Materská škola - Oľšavica,11.0
3523,Oľšov,Materská škola - Oľšov,5.0
3524,Oľšov,ZŠ - Oľšov,6.0
3525,Olšovany,Materská škola - Olšovany,18.0
3526,Omšenie,ZŠ s MŠ - Omšenie,136.0
3527,Omšenie,EP ako súčasť ZŠ s MŠ - Omšenie,48.0
3528,Ondavské Matiašovce,Materská škola - Ondavské Matiašovce,19.0
3529,Ondavské Matiašovce,ZŠ - Ondavské Matiašovce,45.0
3530,Ondrejovce,Materská škola - Ondrejovce,11.0
3531,Opatovce nad Nitrou,Materská škola - Opatovce nad Nitrou,63.0
3532,Opatovce nad Nitrou,ZŠ - Opatovce nad Nitrou,64.0
3533,Opatovská Nová Ves,Materská škola - Opatovská N.V.,14.0
3534,Opoj,Materská škola - Opoj,44.0
3535,Oponice,ZŠ - Oponice,39.0
3536,Oponice,Materská škola - Oponice,30.0
3537,Oravská Jasenica,ZŠ s MŠ - Oravská Jasenica,211.0
3538,Oravská Jasenica,Materská škola pri ZŠ - Oravská Jasenica,69.0
3539,Oravská Lesná,ZŠ s MŠ - Oravská Lesná,433.0
3540,Oravská Lesná,Materská škola pri ZŠ - Oravská Lesná,145.0
3541,Oravská Polhora,EP pri ZŠ s MŠ-MŠ - Oravská Polhora,56.0
3542,Oravská Polhora,ZŠ s MŠ - Oravská Polhora,357.0
3543,Oravská Polhora,EP pri ZŠ s MŠ-MŠ - Oravská Polhora,101.0
3544,Oravská Polhora,ZŠ s MŠ - Oravská Polhora,145.0
3545,Oravská Poruba,Materská škola - Oravská Poruba,41.0
3546,Oravské Veselé,EP pri ZŠ s MŠ-MŠ - Oravské Veselé,87.0
3547,Oravské Veselé,ZŠ s MŠ - Oravské Veselé,336.0
3548,Oravský Biely Potok,Materská škola - Oravský Biely Potok,20.0
3549,Oravský Podzámok,EP pri ZŠ s MŠ-MŠ - Oravský Podzámok,39.0
3550,Oravský Podzámok,ZŠ s MŠ - Oravský Podzámok,172.0
3551,Orechová Potôň,"MŠ pri ZŠ s VJM - Orechová Potôň, Hlavná",60.0
3552,Orechová Potôň,"ZŠ s MŠ VJM - Orechová Potôň, Hlavná",183.0
3553,Oreské,Materská škola - Oreské,20.0
3554,Oreské,Materská škola - Oreské,20.0
3555,Orlov,ZŠ s MŠ - Orlov,109.0
3556,Orlov,Materská škola pri ZŠ - Orlov,17.0
3557,Osikov,ZŠ - Osikov,40.0
3558,Osikov,Materská škola - Osikov,28.0
3559,Oslany,"ZŠ - Oslany, Školská",274.0
3560,Oslany,"Materská škola - Oslany, Školská",75.0
3561,Oslany,"EP ako súčasť ZŠ - Oslany, Školská",
3562,Ostratice,Materská škola - Ostratice,20.0
3563,Ostratice,ZŠ - Ostratice,14.0
3564,Ostrov,ZŠ - Ostrov,33.0
3565,Ostrov,Materská škola - Ostrov,38.0
3566,Ostrov,ZŠ - Ostrov,33.0
3567,Ostrov,Materská škola - Ostrov,38.0
3568,Ostrovany,"Špec. ZŠ - Ostrovany, Kostolná",52.0
3569,Ostrovany,Materská škola - Ostrovany,50.0
3570,Ostrovany,ZŠ - Ostrovany,163.0
3571,Ostrý Grúň,Materská škola - Ostrý Grúň,22.0
3572,Osuské,"MŠ pri ZŠ - Osuské, Výhony",20.0
3573,Osuské,"ZŠ s MŠ - Osuské, Výhony",26.0
3574,Oščadnica,ZŠ s MŠ - Oščadnica,181.0
3575,Oščadnica,"EP pri ZŠ s MŠ-MŠ - Oščadnica, Píla",84.0
3576,Oščadnica,"EP pri ZŠ s MŠ-MŠ - Oščadnica, Rovné",21.0
3577,Oščadnica,"EP pri ZŠ-ZŠ - Oščadnica, Ústredie",
3578,Oščadnica,"EP pri ZŠ s MŠ-MŠ - Oščadnica, Ústredie",71.0
3579,Oščadnica,"ZŠ - Oščadnica, Ústredie",356.0
3580,Otročok,Materská škola - Otročok,29.0
3581,Ovčiarsko,Materská škola - Ovčiarsko,18.0
3582,Ovčie,Materská škola - Ovčie,24.0
3583,Ovčie,ZŠ - Ovčie,30.0
3584,Ožďany,"ZŠ s MŠ - Ožďany, Hlavná",151.0
3585,Ožďany,EP - ZŠ s MŠ - Ožďany,60.0
3586,Padáň,Materská škola s VJM - Padáň,17.0
3587,Padáň,ZŠ s VJM - Padáň,7.0
3588,Padarovce,Materská škola - Padarovce,11.0
3589,Pakostov,Materská škola - Pakostov,14.0
3590,Pakostov,ZŠ - Pakostov,10.0
3591,Palárikovo,"ZŠ s MŠ K.Strmeňa - Palárikovo,  J.A.Komenského",312.0
3592,Palárikovo,"Materská škola pri ZŠ - Palárikovo,  J.A.Komenského",124.0
3593,Palárikovo,"EP Špec. ZŠ - Spoj. šk. - Palárikovo, Nám.padlých hrd.",
3594,Palárikovo,"EP OU int - Palárikovo, Nám.padlých hrd.",
3595,Palín,Materská škola pri ZŠ - Palín,18.0
3596,Palín,ZŠ s MŠ - Palín,238.0
3597,Paňa,Materská škola - Paňa,13.0
3598,Panické Dravce,Materská škola - Panické Dravce,17.0
3599,Paňovce,Materská škola - Paňovce,21.0
3600,Paňovce,ZŠ - Paňovce,20.0
3601,Papín,EP - ZŠ s MŠ (MŠ) - Papín,16.0
3602,Papín,ZŠ s MŠ - Papín,82.0
3603,Papradno,ZŠ s MŠ - Papradno,182.0
3604,Papradno,MŠ ako súčasť ZŠ s MŠ - Papradno,72.0
3605,Parchovany,"ZŠ - Parchovany, Hlavná",201.0
3606,Parchovany,Materská škola - Parchovany,37.0
3607,Parchovany,"EP - SŠ - SOŠ - Parchovany, Hlavná",
3608,Párnica,Materská škola - Párnica,18.0
3609,Partizánska Ľupča,Materská škola pri ZŠ - Partizánska Ľupča,42.0
3610,Partizánska Ľupča,ZŠ s MŠ - Partizánska Ľupča,118.0
3611,Partizánske,"Špec. ZŠ - Partizánske, Gen.Svobodu",68.0
3612,Partizánske,"Gym. - Partizánske, Komenského",357.0
3613,Partizánske,"Materská škola - Partizánske, Makarenkova",100.0
3614,Partizánske,"Materská škola - Partizánske, Malá Okružná",112.0
3615,Partizánske,"Materská škola - Partizánske, Malinovského",105.0
3616,Partizánske,"ZŠ - Partizánske, Malinovského",273.0
3617,Partizánske,"ZŠ R.K. - Partizánske, Nádražná",391.0
3618,Partizánske,"ZŠ R.Jašíka - Partizánske, Obuvnícka",409.0
3619,Partizánske,"Materská škola - Partizánske, Obuvnícka",146.0
3620,Partizánske,"ZŠ - Partizánske, Športovcov",196.0
3621,Partizánske,"Materská škola - Partizánske, Topoľová",64.0
3622,Partizánske,"ZŠ s MŠ - Partizánske, Veľká Okružná",344.0
3623,Partizánske,"EP ako súčasť ZŠ s MŠ - Partizánske, Veľká Okružná",60.0
3624,Partizánske,"Cirk. ZŠ J.Krstiteľa - Partizánske, Nám.SNP",123.0
3625,Partizánske,"SOŠ J.A.B. - Partizánske, Nám.SNP",414.0
3626,Partizánske,"Cirk. MŠ J.Krstiteľa - Partizánske, Školská 1477/2A",38.0
3627,Pastovce,MŠ s VJM - Óvoda - Pastovce,10.0
3628,Pastuchov,ZŠ s MŠ - Pastuchov,109.0
3629,Pastuchov,EP ako súčasť ZŠ s MŠ - Pastuchov,39.0
3630,Pašková,Materská škola - Pašková,14.0
3631,Pata,"Materská škola - Pata, Lazová",109.0
3632,Pata,"ZŠ - Pata, Školská",233.0
3633,Pataš,MŠ pri ZŠ s VJM - Pataš,23.0
3634,Pataš,ZŠ s MŠ VJM - Pataš,23.0
3635,Patince,"MŠ s VJM - Óvoda - Patince, Hlavná",11.0
3636,Pavčina Lehota,Materská škola - Pavčina Lehota,28.0
3637,Pavlice,Materská škola - Pavlice,21.0
3638,Pavlovce,Materská škola - Pavlovce,23.0
3639,Pavlovce,ZŠ - Pavlovce,47.0
3640,Pavlovce,Materská škola - Pavlovce,23.0
3641,Pavlovce,ZŠ - Pavlovce,47.0
3642,Pavlovce nad Uhom,"EP - ZŠsMŠ (MŠ) - Pavlovce nad Uhom, Hlavná",34.0
3643,Pavlovce nad Uhom,"SŠ - ŠZŠ - Pavlovce nad Uhom, Kapušianska",68.0
3644,Pavlovce nad Uhom,"ZŠ s MŠ - Pavlovce nad Uhom, Školská",601.0
3645,Pavlovce nad Uhom,"SŠ - PŠ - Pavlovce nad Uhom, Kapušianska",40.0
3646,Pažiť,Materská škola - Pažiť,24.0
3647,Pčoliné,ZŠ s MŠ - Pčoliné,20.0
3648,Pčoliné,Materská škola pri ZŠ - Pčoliné,
3649,Pečeňady,Materská škola - Pečeňady,20.0
3650,Pečeňany,Materská škola - Pečeňany,20.0
3651,Pečovská Nová Ves,"EP - ZŠ s MŠ (MŠ) - Pečovská N.V., Na Dujave",74.0
3652,Pečovská Nová Ves,"ZŠ s MŠ - Pečovská N.V., Školská",431.0
3653,Pečovská Nová Ves,"EP - ZŠ s MŠ (MŠ) - Pečovská N.V., Rómska",35.0
3654,Peder,Materská škola s VJM - Peder,14.0
3655,Peder,ZŠ s VJM - Peder,14.0
3656,Pernek,Materská škola pri ZŠ - Pernek,23.0
3657,Pernek,ZŠ s MŠ - Pernek,28.0
3658,Petrová,Materská škola - Petrová,21.0
3659,Petrová,ZŠ - Petrová,114.0
3660,Petrová,Materská škola - Petrová,21.0
3661,Petrová,ZŠ - Petrová,114.0
3662,Petrova Ves,Materská škola - Petrova Ves,31.0
3663,Petrova Ves,ZŠ - Petrova Ves,54.0
3664,Petrovany,ZŠ - Petrovany,179.0
3665,Petrovany,Materská škola - Petrovany,51.0
3666,Petrovce,Materská škola - Petrovce,15.0
3667,Petrovce,ZŠ - Petrovce,16.0
3668,Petrovce,Materská škola - Petrovce,15.0
3669,Petrovce,ZŠ - Petrovce,16.0
3670,Petrovce,Materská škola - Petrovce,15.0
3671,Petrovce,ZŠ - Petrovce,16.0
3672,Petrovce nad Laborcom,ZŠ - Petrovce nad Laborcom,43.0
3673,Petrovce nad Laborcom,Materská škola - Petrovce nad Laborcom,25.0
3674,Petrovice,EP pri ZŠ s MŠ-MŠ - Petrovice,43.0
3675,Petrovice,"ZŠ s MŠ - Petrovice, Ústredie",47.0
3676,Pezinok,"Materská škola - Pezinok, Bystrická",127.0
3677,Pezinok,"EP-Materská škola - Pezinok, Cajlanská",
3678,Pezinok,"ZŠ - Pezinok, Fándlyho",856.0
3679,Pezinok,"Materská škola - Pezinok, Gen.Pekníka",255.0
3680,Pezinok,"EP-Materská škola - Pezinok, Holubyho",
3681,Pezinok,"SŠ - PrŠ - Pezinok, Komenského",6.0
3682,Pezinok,"SŠ - Špec. ZŠ - Pezinok, Komenského",129.0
3683,Pezinok,"EP-CZŠ Narnia - Pezinok, Komenského",
3684,Pezinok,"SOŠ podnikania a služie - Pezinok, Myslenická",42.0
3685,Pezinok,"ZŠ J. Kupeckého - Pezinok, Kupeckého",781.0
3686,Pezinok,"OA - Pezinok, Myslenická",150.0
3687,Pezinok,"ZŠ - Pezinok, Na bielenisku",589.0
3688,Pezinok,"EP-Materská škola - Pezinok, Na bielenisku",
3689,Pezinok,"ZŠ s MŠ - Pezinok, Orešie",200.0
3690,Pezinok,"EP-MŠ pri ZŠ - Pezinok, Orešie",86.0
3691,Pezinok,"Gym. - Pezinok, Senecká",365.0
3692,Pezinok,"Materská škola - Pezinok, Svätoplukova",138.0
3693,Pezinok,"Materská škola - Pezinok, Vajanského",84.0
3694,Pezinok,"Cirk. MŠ sv. Jozefa - Pezinok, Za Hradbami",24.0
3695,Pezinok,"Materská škola - Pezinok, Za hradbami",145.0
3696,Pezinok,"EP-Materská škola - Pezinok, Za hradbami",
3697,Pezinok,"Materská škola - Pezinok, Záhradná",46.0
3698,Pezinok,"Súkr. ZŠ - Pezinok, Komenského",32.0
3699,Piešťany,"Materská škola - Piešťany, 8.mája",134.0
3700,Piešťany,"ZŠ - Piešťany, Brezová",675.0
3701,Piešťany,"SOŠ záhradnícka - Piešťany, Brezová",66.0
3702,Piešťany,"ZŠ - Piešťany, E.F.Scherrera",221.0
3703,Piešťany,"ZŠ - Piešťany, Holubyho",304.0
3704,Piešťany,"ZŠ - Piešťany, Mojmírova",557.0
3705,Piešťany,"SOŠ OaSl - Piešťany, Mojmírova",290.0
3706,Piešťany,"SPŠ elektrotechnická - Piešťany, Brezová",282.0
3707,Piešťany,"Gym. P.Coubertina - Piešťany, Nám.SNP",639.0
3708,Piešťany,"SOŠ technická - Piešťany, Nová",105.0
3709,Piešťany,"Materská škola - Piešťany, Ružová",96.0
3710,Piešťany,"Materská škola - Piešťany, Staničná",217.0
3711,Piešťany,"HA - Piešťany, Stromová",612.0
3712,Piešťany,"ZŠ - Piešťany, Vajanského",289.0
3713,Piešťany,"Materská škola - Piešťany, Valova",193.0
3714,Piešťany,"PŠ ako o.z. Spoj.školy - Piešťany, Valova",10.0
3715,Piešťany,"ŠZS ako o.z. Spoj.školy - Piešťany, Valova",88.0
3716,Piešťany,"ZŠ pri ZZ ako o.z.Spoj. - Piešťany, Hlboká",16.0
3717,Piešťany,"EP ako súčasť MŠ - Piešťany, Považská",
3718,Piešťany,"EP ako súčasť MŠ - Piešťany, Detvianska",
3719,Piešťany,"EP ako súčasť MŠ - Piešťany, Zavretý kút",
3720,Piešťany,"EP ako súčasť MŠ - Piešťany, A.Dubčeka",
3721,Piešťany,"EP ako súčasť MŠ - Piešťany, 8.mája",
3722,Piešťany,"EP ako súč. Spoj.školy - Piešťany, Žilinská",
3723,Piešťany,"Materská škola - Piešťany, E.F.Scherera",123.0
3724,Piešťany,"Cirk.ZŠ ako o.z.Spoj.šk - Piešťany, Štefánikova",225.0
3725,Piešťany,"EP ako súč. Cirk.spoj.š - Piešťany, Pod Párovcami",
3726,Piešťany,"EP ako súčasť MŠ - Piešťany, Holubyho",
3727,Piešťany,"Cirk. MŠ ako o.z. Cir - Piešťany, Vodárenská",39.0
3728,Pichne,Materská škola - Pichne,13.0
3729,Píla,Materská škola - Píla,20.0
3730,Píla,Materská škola - Píla,20.0
3731,Píla,Materská škola - Píla,20.0
3732,Plášťovce,Materská škola - Óvoda - Plášťovce,52.0
3733,Plášťovce,ZŠ - Plášťovce,80.0
3734,Plášťovce,CZŠ P. Palásthyho s VJM - Plášťovce,40.0
3735,Plášťovce,EP Materská škola - Óvo - Plášťovce,
3736,Plavé Vozokany,ZŠ - Plavé Vozokany,79.0
3737,Plavé Vozokany,Materská škola - Plavé Vozokany,13.0
3738,Plavecké Podhradie,Materská škola - Plavecké Podhradie,20.0
3739,Plavecký Mikuláš,Materská škola - Plavecký Mikuláš,23.0
3740,Plavecký Mikuláš,ZŠ - Plavecký Mikuláš,16.0
3741,Plavecký Peter,EP ako súčasť ZŠ s MŠ - Plavecký Peter,19.0
3742,Plavecký Peter,ZŠ s MŠ - Plavecký Peter,12.0
3743,Plavecký Peter,EP ako súčasť ZŠ s MŠ - Plavecký Peter,
3744,Plavecký Štvrtok,"Súkr. OA - Plavecký Štvrtok, 51",
3745,Plavecký Štvrtok,ZŠ - Plavecký Štvrtok,129.0
3746,Plavecký Štvrtok,Materská škola - Plavecký Štvrtok,69.0
3747,Plavecký Štvrtok,Súkr. MŠ - Plavecký Štvrtok,27.0
3748,Plaveč,"Materská škola pri ZŠ - Plaveč, Školská",57.0
3749,Plaveč,"ZŠ s MŠ - Plaveč, Školská",167.0
3750,Plavnica,ZŠ s MŠ - Plavnica,274.0
3751,Plavnica,EP ZŠ s MŠ (MŠ) - Plavnica,67.0
3752,Plechotice,"Materská škola pri ZŠ - Plechotice, Hlavná",30.0
3753,Plechotice,"ZŠ s MŠ - Plechotice, Hlavná",28.0
3754,Plešivec,"ZŠ s VJM - Plešivec, Čsl.armády",175.0
3755,Plešivec,"Materská škola - Plešivec, Hradná",80.0
3756,Plešivec,"ZŠ - Plešivec, Gemerská",262.0
3757,Pliešovce,"EP - ZŠ s MŠ - Pliešovce, Štúrova",56.0
3758,Pliešovce,"ZŠ s MŠ - Pliešovce, Školská",223.0
3759,Pliešovce,"ZŠ - Pliešovce, Zaježová",19.0
3760,Ploské,Materská škola - Ploské,22.0
3761,Ploské,Materská škola - Ploské,22.0
3762,Pobedim,Materská škola pri ZŠ - Pobedim,45.0
3763,Pobedim,ZŠ s MŠ Jána Hollého - Pobedim,110.0
3764,Podbiel,ZŠ s MŠ - Podbiel,55.0
3765,Podbiel,EP pri ZŠ s MŠ-MŠ - Podbiel,42.0
3766,Podbrezová,"Súkr. gym. - Podbrezová, Družby",162.0
3767,Podbrezová,"Súkr. SOŠ hutnícka - Podbrezová, Družby",218.0
3768,Podbrezová,"Materská škola - Podbrezová, Kolkáreň",31.0
3769,Podbrezová,"ZŠ K. J. - Podbrezová, Kolkáreň",254.0
3770,Podbrezová,"Materská škola - Podbrezová, Štiavnička",34.0
3771,Podbrezová,"Materská škola - Podbrezová, Dolná",15.0
3772,Podhájska,"Materská škola - Podhájska, Poštová",21.0
3773,Podhájska,"ZŠ - Podhájska, Školská",21.0
3774,Podhorany,Materská škola - Podhorany,24.0
3775,Podhorany,ZŠ - Podhorany,85.0
3776,Podhorany,Materská škola - Podhorany,41.0
3777,Podhorany,ZŠ - Podhorany,565.0
3778,Podhorany,ZŠ - Podhorany,52.0
3779,Podhorany,Materská škola - Podhorany,40.0
3780,Podhorany,EP - ŠZŠ - Podhorany,
3781,Podhorany,EP - Súkr. spojená škol - Podhorany,
3782,Podhorany,Materská škola - Podhorany,24.0
3783,Podhorany,ZŠ - Podhorany,85.0
3784,Podhorany,Materská škola - Podhorany,41.0
3785,Podhorany,ZŠ - Podhorany,565.0
3786,Podhorany,ZŠ - Podhorany,52.0
3787,Podhorany,Materská škola - Podhorany,40.0
3788,Podhorany,EP - ŠZŠ - Podhorany,
3789,Podhorany,EP - Súkr. spojená škol - Podhorany,
3790,Podhorany,Materská škola - Podhorany,24.0
3791,Podhorany,ZŠ - Podhorany,85.0
3792,Podhorany,Materská škola - Podhorany,41.0
3793,Podhorany,ZŠ - Podhorany,565.0
3794,Podhorany,ZŠ - Podhorany,52.0
3795,Podhorany,Materská škola - Podhorany,40.0
3796,Podhorany,EP - ŠZŠ - Podhorany,
3797,Podhorany,EP - Súkr. spojená škol - Podhorany,
3798,Podhorie,Materská škola - Podhorie,43.0
3799,Podhorie,Materská škola - Podhorie,12.0
3800,Podhorie,Materská škola - Podhorie,43.0
3801,Podhorie,Materská škola - Podhorie,12.0
3802,Podhorie,Materská škola - Podhorie,43.0
3803,Podhorie,Materská škola - Podhorie,12.0
3804,Podhorie,Materská škola - Podhorie,43.0
3805,Podhorie,Materská škola - Podhorie,12.0
3806,Podhorie,Materská škola - Podhorie,43.0
3807,Podhorie,Materská škola - Podhorie,12.0
3808,Podhoroď,Materská škola - Podhoroď,18.0
3809,Podhoroď,ZŠ - Podhoroď,57.0
3810,Podhradie,Materská škola - Podhradie,14.0
3811,Podhradie,Materská škola - Podhradie,14.0
3812,Podhradie,Materská škola - Podhradie,14.0
3813,Podhradík,Materská škola - Podhradík,21.0
